what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316887973682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888096581
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1316888098661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888100697
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888102795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888105384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888106994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888109560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888117907
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888120480
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888122425
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1316888131789
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1316888136244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888141506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888146152
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888148922
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888157030
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888160367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888164862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888384961
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316888385966
